Premise 1,Premise 2,Inferred,Gemini Response,Pattern
fire LocatedNear smoke,smoke Causes mouth smell bad,fire Causes mouth smell bad,yes,LocatedNear_Causes
attack LocatedNear war,war Causes death destruction,attack Causes death destruction,yes,LocatedNear_Causes
attack LocatedNear war,war Causes destruction abandonment,attack Causes destruction abandonment,yes,LocatedNear_Causes
attack LocatedNear war,war Causes person hurt,attack Causes person hurt,yes,LocatedNear_Causes
attack LocatedNear war,war Causes unrest,attack Causes unrest,yes,LocatedNear_Causes
attack LocatedNear war,war Causes war,attack Causes war,yes,LocatedNear_Causes
attack LocatedNear war,war Causes cause pain,attack Causes cause pain,yes,LocatedNear_Causes
attack LocatedNear war,war Causes person die,attack Causes person die,yes,LocatedNear_Causes
attack LocatedNear war,war Causes economy collapse,attack Causes economy collapse,yes,LocatedNear_Causes
attack LocatedNear war,war Causes economy deteriorate,attack Causes economy deteriorate,yes,LocatedNear_Causes
attack LocatedNear war,war Causes person willdie,attack Causes person willdie,yes,LocatedNear_Causes
soap LocatedNear shower,shower Causes skin become clean,soap Causes skin become clean,yes,LocatedNear_Causes
soap LocatedNear shower,shower Causes smell nice,soap Causes smell nice,yes,LocatedNear_Causes
soap LocatedNear shower,shower Causes become cleaner,soap Causes become cleaner,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes human body becokme clean,soap Causes human body becokme clean,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes become clean,soap Causes become clean,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes get wet clean,soap Causes get wet clean,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes skin little oil,soap Causes skin little oil,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes body smell sweet,soap Causes body smell sweet,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes get cleaner,soap Causes get cleaner,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes make yourself clean,soap Causes make yourself clean,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes use water,soap Causes use water,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes cleanness,soap Causes cleanness,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes not fuck smell,soap Causes not fuck smell,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes dirt go away,soap Causes dirt go away,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes seen naked,soap Causes seen naked,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes relaxation cleanliness,soap Causes relaxation cleanliness,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes dirt remove pore,soap Causes dirt remove pore,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes clean relax,soap Causes clean relax,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes get dog clean,soap Causes get dog clean,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes nudity,soap Causes nudity,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes clean smell good,soap Causes clean smell good,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes ring around tub,soap Causes ring around tub,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes get fresh,soap Causes get fresh,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes personal cleanliness,soap Causes personal cleanliness,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes hygeine improve,soap Causes hygeine improve,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes clear,soap Causes clear,yes,LocatedNear_Causes
soap LocatedNear bath,bath Causes clean skin,soap Causes clean skin,yes,LocatedNear_Causes
oil LocatedNear cook,cook Causes make vegetable tender,oil Causes make vegetable tender,yes,LocatedNear_Causes
oil LocatedNear cook,cook Causes get burn,oil Causes get burn,yes,LocatedNear_Causes
oil LocatedNear cook,cook Causes lot wash up,oil Causes lot wash up,yes,LocatedNear_Causes
oil LocatedNear cook,cook Causes pride,oil Causes pride,yes,LocatedNear_Causes
oil LocatedNear cook,cook Causes spend much time,oil Causes spend much time,yes,LocatedNear_Causes
break LocatedNear lunch,lunch Causes dish wash,break Causes dish wash,yes,LocatedNear_Causes
dream LocatedNear sleep,sleep Causes dont feel sleepy anymore,dream Causes dont feel sleepy anymore,yes,LocatedNear_Causes
floor LocatedNear walk,walk Causes go somewhere else,floor Causes go somewhere else,yes,LocatedNear_Causes
floor LocatedNear walk,walk Causes get another location,floor Causes get another location,yes,LocatedNear_Causes
floor LocatedNear walk,walk Causes somewhere new,floor Causes somewhere new,yes,LocatedNear_Causes
salt LocatedNear food,food Causes no long hungry,salt Causes no long hungry,yes,LocatedNear_Causes
salt LocatedNear food,food Causes not starve,salt Causes not starve,yes,LocatedNear_Causes
salt LocatedNear food,food Causes not fear hunger,salt Causes not fear hunger,yes,LocatedNear_Causes
salt LocatedNear food,food Causes aren't hungry,salt Causes aren't hungry,yes,LocatedNear_Causes
disease LocatedNear death,death Causes burial,disease Causes burial,yes,LocatedNear_Causes
science LocatedNear math,math Causes learn,science Causes learn,yes,LocatedNear_Causes
science LocatedNear math,math Causes understand,science Causes understand,yes,LocatedNear_Causes
bar LocatedNear alcohol,alcohol Causes dizziness dizziness cause accident,bar Causes dizziness dizziness cause accident,yes,LocatedNear_Causes
bar LocatedNear drink,drink Causes pee late,bar Causes pee late,yes,LocatedNear_Causes
heat LocatedNear energy,energy Causes organism become slave much improper allocate,heat Causes organism become slave much improper allocate,yes,LocatedNear_Causes
heat LocatedNear cold,cold Causes person stay home work,heat Causes person stay home work,yes,LocatedNear_Causes
limit LocatedNear end,end Causes sadness,limit Causes sadness,yes,LocatedNear_Causes
scale LocatedNear fish,fish Causes death fish,scale Causes death fish,yes,LocatedNear_Causes
scale LocatedNear fish,fish Causes fish die,scale Causes fish die,yes,LocatedNear_Causes
scale LocatedNear fish,fish Causes fish catch,scale Causes fish catch,yes,LocatedNear_Causes
scale LocatedNear fish,fish Causes smelly hand,scale Causes smelly hand,yes,LocatedNear_Causes
scale LocatedNear fish,fish Causes catch fish dinner,scale Causes catch fish dinner,yes,LocatedNear_Causes
scale LocatedNear fish,fish Causes wetness,scale Causes wetness,yes,LocatedNear_Causes
cloud LocatedNear rain,rain Causes rain drop fall,cloud Causes rain drop fall,yes,LocatedNear_Causes
cloud LocatedNear rain,rain Causes make ground wet,cloud Causes make ground wet,yes,LocatedNear_Causes
cloud LocatedNear rain,rain Causes clothe wet,cloud Causes clothe wet,yes,LocatedNear_Causes
energy LocatedNear sun,sun Causes light,energy Causes light,yes,LocatedNear_Causes
energy LocatedNear sun,sun Causes wrinkle,energy Causes wrinkle,yes,LocatedNear_Causes
energy LocatedNear sun,sun Causes sunburn,energy Causes sunburn,yes,LocatedNear_Causes
energy LocatedNear sun,sun Causes life earth,energy Causes life earth,yes,LocatedNear_Causes
energy LocatedNear sun,sun Causes sun tan,energy Causes sun tan,yes,LocatedNear_Causes
light LocatedNear sun,sun Causes wrinkle,light Causes wrinkle,yes,LocatedNear_Causes
light LocatedNear sun,sun Causes sunburn,light Causes sunburn,yes,LocatedNear_Causes
light LocatedNear sun,sun Causes life earth,light Causes life earth,yes,LocatedNear_Causes
light LocatedNear sun,sun Causes sun tan,light Causes sun tan,yes,LocatedNear_Causes
electricity LocatedNear lightning,lightning Causes broken modem,electricity Causes broken modem,yes,LocatedNear_Causes
electricity LocatedNear lightning,lightning Causes broken computer,electricity Causes broken computer,yes,LocatedNear_Causes
electricity LocatedNear lightning,lightning Causes electric shock,electricity Causes electric shock,yes,LocatedNear_Causes
damage LocatedNear war,war Causes many tragic incident,damage Causes many tragic incident,yes,LocatedNear_Causes
damage LocatedNear war,war Causes cause pain,damage Causes cause pain,yes,LocatedNear_Causes
damage LocatedNear war,war Causes person willdie,damage Causes person willdie,yes,LocatedNear_Causes
court LocatedNear judge,judge Causes judgement,court Causes judgement,yes,LocatedNear_Causes
court LocatedNear judge,judge Causes verdict,court Causes verdict,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes give pleasure other person,song Causes give pleasure other person,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes joyous feel,song Causes joyous feel,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes joyousness,song Causes joyousness,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes joy singer,song Causes joy singer,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes listener enjoy music,song Causes listener enjoy music,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes pass time,song Causes pass time,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes give person pleasure,song Causes give person pleasure,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes hear,song Causes hear,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes break glass,song Causes break glass,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes use shower,song Causes use shower,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes happine,song Causes happine,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes look funny,song Causes look funny,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes note float air,song Causes note float air,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes laughter,song Causes laughter,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes horrible,song Causes horrible,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes group fun,song Causes group fun,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes change mood,song Causes change mood,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes lyric learn,song Causes lyric learn,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes sound emanation,song Causes sound emanation,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes melodious sound,song Causes melodious sound,yes,LocatedNear_Causes
song LocatedNear sing,sing Causes attract other person attention,song Causes attract other person attention,yes,LocatedNear_Causes
hydrogen LocatedNear star,star Causes gravitational pull,hydrogen Causes gravitational pull,yes,LocatedNear_Causes
voice LocatedNear sing,sing Causes use shower,voice Causes use shower,yes,LocatedNear_Causes
voice LocatedNear sing,sing Causes look funny,voice Causes look funny,yes,LocatedNear_Causes
voice LocatedNear sing,sing Causes sound emanation,voice Causes sound emanation,yes,LocatedNear_Causes
voice LocatedNear sing,sing Causes attract other person attention,voice Causes attract other person attention,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes chest move out,air Causes chest move out,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes continuation life,air Causes continuation life,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes life,air Causes life,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes oxygenation blood,air Causes oxygenation blood,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes contiuance life,air Causes contiuance life,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes life preserve,air Causes life preserve,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes warm air,air Causes warm air,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes fill lung air,air Causes fill lung air,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes give life,air Causes give life,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes oxygen enter body,air Causes oxygen enter body,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes oxygen enter lung,air Causes oxygen enter lung,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes expansion lung,air Causes expansion lung,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes important good health,air Causes important good health,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes oxygen get blood,air Causes oxygen get blood,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes light headedness,air Causes light headedness,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes lung complain,air Causes lung complain,yes,LocatedNear_Causes
air LocatedNear breathe,breathe Causes continue live,air Causes continue live,yes,LocatedNear_Causes
happy LocatedNear smile,smile Causes feel positive,happy Causes feel positive,yes,LocatedNear_Causes
number LocatedNear math,math Causes understand,number Causes understand,yes,LocatedNear_Causes
chain LocatedNear fence,fence Causes parry,chain Causes parry,yes,LocatedNear_Causes
chain LocatedNear fence,fence Causes thrust parry,chain Causes thrust parry,yes,LocatedNear_Causes
chain LocatedNear fence,fence Causes sell ill get merchandice,chain Causes sell ill get merchandice,yes,LocatedNear_Causes
chain LocatedNear fence,fence Causes puncture wind,chain Causes puncture wind,yes,LocatedNear_Causes
chain LocatedNear fence,fence Causes confine,chain Causes confine,yes,LocatedNear_Causes
chain LocatedNear fence,fence Causes problem run out,chain Causes problem run out,yes,LocatedNear_Causes
farm LocatedNear food,food Causes no long hungry,farm Causes no long hungry,yes,LocatedNear_Causes
farm LocatedNear food,food Causes not starve,farm Causes not starve,yes,LocatedNear_Causes
farm LocatedNear food,food Causes not fear hunger,farm Causes not fear hunger,yes,LocatedNear_Causes
farm LocatedNear food,food Causes aren't hungry,farm Causes aren't hungry,yes,LocatedNear_Causes
farm LocatedNear food,food Causes not hungry,farm Causes not hungry,yes,LocatedNear_Causes
farm LocatedNear food,food Causes reduce hunger,farm Causes reduce hunger,yes,LocatedNear_Causes
wall LocatedNear drive,drive Causes get accident,wall Causes get accident,yes,LocatedNear_Causes
wall LocatedNear drive,drive Causes crash car,wall Causes crash car,yes,LocatedNear_Causes
wall LocatedNear drive,drive Causes vehicle collision,wall Causes vehicle collision,yes,LocatedNear_Causes
wall LocatedNear drive,drive Causes lack fuel,wall Causes lack fuel,yes,LocatedNear_Causes
wall LocatedNear drive,drive Causes ignition engage,wall Causes ignition engage,yes,LocatedNear_Causes
bed LocatedNear sleep,sleep Causes no long tire,bed Causes no long tire,yes,LocatedNear_Causes
bed LocatedNear sleep,sleep Causes bedsore,bed Causes bedsore,yes,LocatedNear_Causes
bear LocatedNear fish,fish Causes death fish,bear Causes death fish,yes,LocatedNear_Causes
bear LocatedNear fish,fish Causes get food,bear Causes get food,yes,LocatedNear_Causes
bear LocatedNear fish,fish Causes fish catch,bear Causes fish catch,yes,LocatedNear_Causes
bear LocatedNear fish,fish Causes might catch fish,bear Causes might catch fish,yes,LocatedNear_Causes
bear LocatedNear fish,fish Causes catch fish dinner,bear Causes catch fish dinner,yes,LocatedNear_Causes
bear LocatedNear fish,fish Causes fish dinner,bear Causes fish dinner,yes,LocatedNear_Causes
bullet LocatedNear shoot,shoot Causes kill,bullet Causes kill,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes human body becokme clean,wash Causes human body becokme clean,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes become clean,wash Causes become clean,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes use soap,wash Causes use soap,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes get wet clean,wash Causes get wet clean,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes use lot water,wash Causes use lot water,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes body smell sweet,wash Causes body smell sweet,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes clean baby,wash Causes clean baby,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes get cleaner,wash Causes get cleaner,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes need towel,wash Causes need towel,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes make yourself clean,wash Causes make yourself clean,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes use water,wash Causes use water,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes cleanness,wash Causes cleanness,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes smell little,wash Causes smell little,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes not fuck smell,wash Causes not fuck smell,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes dirt go away,wash Causes dirt go away,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes relaxation cleanliness,wash Causes relaxation cleanliness,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes dirt remove pore,wash Causes dirt remove pore,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes clean relax,wash Causes clean relax,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes get dog clean,wash Causes get dog clean,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes clean smell good,wash Causes clean smell good,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes ring around tub,wash Causes ring around tub,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes body freshness,wash Causes body freshness,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes get fresh,wash Causes get fresh,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes personal cleanliness,wash Causes personal cleanliness,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes hygeine improve,wash Causes hygeine improve,yes,LocatedNear_Causes
wash LocatedNear bath,bath Causes clean skin,wash Causes clean skin,yes,LocatedNear_Causes
card LocatedNear read,read Causes get tire fall asleep,card Causes get tire fall asleep,yes,LocatedNear_Causes
card LocatedNear read,read Causes learn new,card Causes learn new,yes,LocatedNear_Causes
card LocatedNear read,read Causes eye strain,card Causes eye strain,yes,LocatedNear_Causes
card LocatedNear read,read Causes strange idea,card Causes strange idea,yes,LocatedNear_Causes
card LocatedNear read,read Causes learn new excite,card Causes learn new excite,yes,LocatedNear_Causes
card LocatedNear read,read Causes can learn,card Causes can learn,yes,LocatedNear_Causes
card LocatedNear read,read Causes know much,card Causes know much,yes,LocatedNear_Causes
melt LocatedNear heat,heat Causes get warm,melt Causes get warm,yes,LocatedNear_Causes
swim LocatedNear fish,fish Causes might catch fish,swim Causes might catch fish,yes,LocatedNear_Causes
swim LocatedNear fish,fish Causes wetness,swim Causes wetness,yes,LocatedNear_Causes
swim LocatedNear fish,fish Causes wet clothe,swim Causes wet clothe,yes,LocatedNear_Causes
snow LocatedNear ski,ski Causes accident,snow Causes accident,yes,LocatedNear_Causes
snow LocatedNear ski,ski Causes cold nose,snow Causes cold nose,yes,LocatedNear_Causes
snow LocatedNear ski,ski Causes accidentally run,snow Causes accidentally run,yes,LocatedNear_Causes
snow LocatedNear ski,ski Causes bodily displacement snow,snow Causes bodily displacement snow,yes,LocatedNear_Causes
snow LocatedNear ski,ski Causes fall water,snow Causes fall water,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes expent money,price Causes expent money,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes buy not need,price Causes buy not need,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes little money leave,price Causes little money leave,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes acquire object,price Causes acquire object,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes not any money,price Causes not any money,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes buy car,price Causes buy car,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes ownership goods,price Causes ownership goods,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes run out money,price Causes run out money,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes may find buy,price Causes may find buy,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes buy grape,price Causes buy grape,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes stock up essential,price Causes stock up essential,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes stand line,price Causes stand line,yes,LocatedNear_Causes
price LocatedNear shop,shop Causes exchange money goods service,price Causes exchange money goods service,yes,LocatedNear_Causes
gun LocatedNear shoot,shoot Causes kill,gun Causes kill,yes,LocatedNear_Causes
fly LocatedNear food,food Causes no long hungry,fly Causes no long hungry,yes,LocatedNear_Causes
fly LocatedNear food,food Causes not starve,fly Causes not starve,yes,LocatedNear_Causes
fly LocatedNear food,food Causes not fear hunger,fly Causes not fear hunger,yes,LocatedNear_Causes
fly LocatedNear food,food Causes aren't hungry,fly Causes aren't hungry,yes,LocatedNear_Causes
lemon LocatedNear drink,drink Causes go pee,lemon Causes go pee,yes,LocatedNear_Causes
lemon LocatedNear drink,drink Causes loss control,lemon Causes loss control,yes,LocatedNear_Causes
lemon LocatedNear drink,drink Causes need urinate,lemon Causes need urinate,yes,LocatedNear_Causes
lemon LocatedNear drink,drink Causes mouth wet,lemon Causes mouth wet,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes person may become emotionally excite,lip Causes person may become emotionally excite,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes global thermonuclear war,lip Causes global thermonuclear war,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes slap back,lip Causes slap back,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes arousal,lip Causes arousal,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes feel good,lip Causes feel good,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes spread germ,lip Causes spread germ,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes germ pass,lip Causes germ pass,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes erection,lip Causes erection,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes get arouse,lip Causes get arouse,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes make feel happy,lip Causes make feel happy,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes passionate feeling,lip Causes passionate feeling,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes person hug other hard,lip Causes person hug other hard,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes make feel love,lip Causes make feel love,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes physical contact,lip Causes physical contact,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes close physical contact,lip Causes close physical contact,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes shyness,lip Causes shyness,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes strong feeling,lip Causes strong feeling,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes happiness,lip Causes happiness,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes horniness,lip Causes horniness,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes increase saliva excretion,lip Causes increase saliva excretion,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes excitement,lip Causes excitement,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes dirty glass,lip Causes dirty glass,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes smear lipstick,lip Causes smear lipstick,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes lipstick cheek,lip Causes lipstick cheek,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes heart beat fast,lip Causes heart beat fast,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes lipstick collar,lip Causes lipstick collar,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes necessity refresh lipstick,lip Causes necessity refresh lipstick,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes stiffy,lip Causes stiffy,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes pleasurable,lip Causes pleasurable,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes sexual stimulation,lip Causes sexual stimulation,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes butterfly belly,lip Causes butterfly belly,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes rush feel through body,lip Causes rush feel through body,yes,LocatedNear_Causes
lip LocatedNear kiss,kiss Causes happy,lip Causes happy,yes,LocatedNear_Causes
grave LocatedNear funeral,funeral Causes sadness,grave Causes sadness,yes,LocatedNear_Causes
cake LocatedNear party,party Causes dirty dish,cake Causes dirty dish,yes,LocatedNear_Causes
draw LocatedNear pencil,pencil Causes boredom,draw Causes boredom,yes,LocatedNear_Causes
invention LocatedNear computer,computer Causes learn,invention Causes learn,yes,LocatedNear_Causes
invention LocatedNear computer,computer Causes end workday,invention Causes end workday,yes,LocatedNear_Causes
ray LocatedNear sun,sun Causes wrinkle,ray Causes wrinkle,yes,LocatedNear_Causes
ray LocatedNear sun,sun Causes sunburn,ray Causes sunburn,yes,LocatedNear_Causes
ray LocatedNear sun,sun Causes sun tan,ray Causes sun tan,yes,LocatedNear_Causes
balloon LocatedNear party,party Causes neighor complain,balloon Causes neighor complain,yes,LocatedNear_Causes
be LocatedNear think,think Causes plan conceive,be Causes plan conceive,yes,LocatedNear_Causes
be LocatedNear think,think Causes see pattern,be Causes see pattern,yes,LocatedNear_Causes
be LocatedNear think,think Causes learn,be Causes learn,yes,LocatedNear_Causes
be LocatedNear think,think Causes solution problem,be Causes solution problem,yes,LocatedNear_Causes
be LocatedNear think,think Causes insight difficult problem,be Causes insight difficult problem,yes,LocatedNear_Causes
be LocatedNear think,think Causes solution difficult problem,be Causes solution difficult problem,yes,LocatedNear_Causes
be LocatedNear think,think Causes create idea,be Causes create idea,yes,LocatedNear_Causes
be LocatedNear think,think Causes act,be Causes act,yes,LocatedNear_Causes
be LocatedNear think,think Causes never fully predictable,be Causes never fully predictable,yes,LocatedNear_Causes
steam LocatedNear heat,heat Causes irritation,steam Causes irritation,yes,LocatedNear_Causes
steam LocatedNear heat,heat Causes pain,steam Causes pain,yes,LocatedNear_Causes
steam LocatedNear heat,heat Causes get warm,steam Causes get warm,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes feel good,steam Causes feel good,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes feel better,steam Causes feel better,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes bathroom damp,steam Causes bathroom damp,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes get wet,steam Causes get wet,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes plant grow,steam Causes plant grow,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes water leak,steam Causes water leak,yes,LocatedNear_Causes
steam LocatedNear shower,shower Causes smell nice,steam Causes smell nice,yes,LocatedNear_Causes
steam LocatedNear sauna,sauna Causes feel rejuvenate,steam Causes feel rejuvenate,yes,LocatedNear_Causes
summer LocatedNear fall,fall Causes get up,summer Causes get up,yes,LocatedNear_Causes
summer LocatedNear fall,fall Causes reach ground,summer Causes reach ground,yes,LocatedNear_Causes
summer LocatedNear fall,fall Causes gravity kick,summer Causes gravity kick,yes,LocatedNear_Causes
morning LocatedNear sleep,sleep Causes awakeness,morning Causes awakeness,yes,LocatedNear_Causes
morning LocatedNear sleep,sleep Causes not feel tire anymore,morning Causes not feel tire anymore,yes,LocatedNear_Causes
morning LocatedNear sleep,sleep Causes dont feel sleepy anymore,morning Causes dont feel sleepy anymore,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes sweat,fight Causes sweat,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes injury,fight Causes injury,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes bruise,fight Causes bruise,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes ache pain,fight Causes ache pain,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes tire,fight Causes tire,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes competition,fight Causes competition,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes blood,fight Causes blood,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes physical injury,fight Causes physical injury,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes nose broken,fight Causes nose broken,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes entertain redneck,fight Causes entertain redneck,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes califlower ear,fight Causes califlower ear,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes victory defeat,fight Causes victory defeat,yes,LocatedNear_Causes
fight LocatedNear wrestle,wrestle Causes get hurt,fight Causes get hurt,yes,LocatedNear_Causes
fight LocatedNear bully,bully Causes sadness,fight Causes sadness,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes no long tire,even Causes no long tire,yes,LocatedNear_Causes
even LocatedNear sleep,sleep Causes bad smell,even Causes bad smell,yes,LocatedNear_Causes
