Premise 1,Premise 2,Inferred,Gemini Response,Pattern
clock InheritsFrom person,person AtLocation bar,clock AtLocation bar,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation zimbabwe,clock AtLocation zimbabwe,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation new jersey,clock AtLocation new jersey,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation toilet,clock AtLocation toilet,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation hotel,clock AtLocation hotel,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation hide dark alley,clock AtLocation hide dark alley,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation roof,clock AtLocation roof,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation office,clock AtLocation office,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation sick bed,clock AtLocation sick bed,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation train,clock AtLocation train,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation psychiatrist office,clock AtLocation psychiatrist office,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mongolia,clock AtLocation mongolia,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation far home,clock AtLocation far home,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation moon,clock AtLocation moon,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation street,clock AtLocation street,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation out touch,clock AtLocation out touch,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation wood,clock AtLocation wood,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation international space station,clock AtLocation international space station,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation library,clock AtLocation library,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation church,clock AtLocation church,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation temple,clock AtLocation temple,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation countryside,clock AtLocation countryside,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mountain top,clock AtLocation mountain top,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation shower,clock AtLocation shower,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation out lunch,clock AtLocation out lunch,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation lobby,clock AtLocation lobby,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mexico,clock AtLocation mexico,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation closet,clock AtLocation closet,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation heaven,clock AtLocation heaven,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation park,clock AtLocation park,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation another place,clock AtLocation another place,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation fordyce arkansa,clock AtLocation fordyce arkansa,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation lover arm,clock AtLocation lover arm,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation rough sop,clock AtLocation rough sop,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation between rock hard spot,clock AtLocation between rock hard spot,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation pub,clock AtLocation pub,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation camp out mountain,clock AtLocation camp out mountain,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation dilemma,clock AtLocation dilemma,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation far away,clock AtLocation far away,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation other line,clock AtLocation other line,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation voter list,clock AtLocation voter list,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation road,clock AtLocation road,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation dance park,clock AtLocation dance park,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation death doorstep,clock AtLocation death doorstep,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation where person be,clock AtLocation where person be,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation plane,clock AtLocation plane,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation funfair,clock AtLocation funfair,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation field,clock AtLocation field,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation phone booth,clock AtLocation phone booth,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation valley,clock AtLocation valley,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation shop mall,clock AtLocation shop mall,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation couch,clock AtLocation couch,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation volcano,clock AtLocation volcano,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation jump lake,clock AtLocation jump lake,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation ocean,clock AtLocation ocean,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation dentist office,clock AtLocation dentist office,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation womb,clock AtLocation womb,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation west virginia,clock AtLocation west virginia,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation denver co,clock AtLocation denver co,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation college class,clock AtLocation college class,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mountain,clock AtLocation mountain,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation whorehouse,clock AtLocation whorehouse,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mar,clock AtLocation mar,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation cubicle,clock AtLocation cubicle,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation art gallery,clock AtLocation art gallery,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation shoe shop,clock AtLocation shoe shop,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation auckland,clock AtLocation auckland,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation christchurch,clock AtLocation christchurch,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation out door,clock AtLocation out door,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation top mountain,clock AtLocation top mountain,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation australia,clock AtLocation australia,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation through glory hole,clock AtLocation through glory hole,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation brothel,clock AtLocation brothel,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation neighbour house,clock AtLocation neighbour house,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation farm,clock AtLocation farm,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation tightrope,clock AtLocation tightrope,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation airport,clock AtLocation airport,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation friend house,clock AtLocation friend house,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation venu,clock AtLocation venu,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation belgium,clock AtLocation belgium,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation dog house,clock AtLocation dog house,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation meet,clock AtLocation meet,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation aircraft,clock AtLocation aircraft,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation bathroom,clock AtLocation bathroom,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation accessible person,clock AtLocation accessible person,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation cinema,clock AtLocation cinema,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation tent,clock AtLocation tent,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation ladder,clock AtLocation ladder,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation downtown,clock AtLocation downtown,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation montreal,clock AtLocation montreal,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation canada,clock AtLocation canada,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation state confusion,clock AtLocation state confusion,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mountaineer hill,clock AtLocation mountaineer hill,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation inhabitable place,clock AtLocation inhabitable place,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation cave,clock AtLocation cave,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation chair,clock AtLocation chair,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation gym,clock AtLocation gym,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation airplane,clock AtLocation airplane,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation movies,clock AtLocation movies,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation circus,clock AtLocation circus,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation backseat car,clock AtLocation backseat car,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation concert,clock AtLocation concert,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation subway,clock AtLocation subway,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation rishikesh,clock AtLocation rishikesh,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation china,clock AtLocation china,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation expensive restaurant,clock AtLocation expensive restaurant,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation river,clock AtLocation river,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation cheap restaurant,clock AtLocation cheap restaurant,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation mcdonald,clock AtLocation mcdonald,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation bridge,clock AtLocation bridge,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation restorant,clock AtLocation restorant,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation europe,clock AtLocation europe,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation geosynchronous orbit,clock AtLocation geosynchronous orbit,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation magic mountain,clock AtLocation magic mountain,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation watch store,clock AtLocation watch store,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation movie,clock AtLocation movie,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation anywhere,clock AtLocation anywhere,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation forest,clock AtLocation forest,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation away home,clock AtLocation away home,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation rome,clock AtLocation rome,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation abroad,clock AtLocation abroad,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation hell,clock AtLocation hell,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation washroom,clock AtLocation washroom,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation inside house,clock AtLocation inside house,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation england,clock AtLocation england,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation parents' house,clock AtLocation parents' house,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation college,clock AtLocation college,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation bed else,clock AtLocation bed else,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation fraternity house,clock AtLocation fraternity house,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation beyond great veil,clock AtLocation beyond great veil,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation inside,clock AtLocation inside,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation city,clock AtLocation city,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation school build,clock AtLocation school build,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation office build,clock AtLocation office build,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation public area,clock AtLocation public area,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation lavatory,clock AtLocation lavatory,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation yard,clock AtLocation yard,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation train carriage,clock AtLocation train carriage,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation underwater,clock AtLocation underwater,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation public toilet stall,clock AtLocation public toilet stall,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation drive through,clock AtLocation drive through,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation line bank,clock AtLocation line bank,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation empire state build,clock AtLocation empire state build,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation under weather,clock AtLocation under weather,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation bead,clock AtLocation bead,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation up mountain,clock AtLocation up mountain,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation shop center,clock AtLocation shop center,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation north pole,clock AtLocation north pole,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation stand table,clock AtLocation stand table,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation coffin,clock AtLocation coffin,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation glass,clock AtLocation glass,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation star,clock AtLocation star,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation black hole,clock AtLocation black hole,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation bookshelf,clock AtLocation bookshelf,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation compost,clock AtLocation compost,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation police officer,clock AtLocation police officer,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation leave,clock AtLocation leave,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation building,clock AtLocation building,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation stomach,clock AtLocation stomach,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation anus,clock AtLocation anus,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation cup,clock AtLocation cup,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation computer user,clock AtLocation computer user,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation fragment,clock AtLocation fragment,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation sentence,clock AtLocation sentence,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation fox,clock AtLocation fox,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation storage,clock AtLocation storage,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation squirrel,clock AtLocation squirrel,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation bottom ocean,clock AtLocation bottom ocean,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation pond,clock AtLocation pond,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation pi,clock AtLocation pi,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation tank,clock AtLocation tank,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation gambler,clock AtLocation gambler,no,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation kosher delicatessen,clock AtLocation kosher delicatessen,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation oven,clock AtLocation oven,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation launch pad,clock AtLocation launch pad,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation pluto,clock AtLocation pluto,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation kite,clock AtLocation kite,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation microscope,clock AtLocation microscope,yes,InheritsFrom_AtLocation
clock InheritsFrom person,person AtLocation soup,clock AtLocation soup,yes,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation procreation,four leg AtLocation procreation,yes,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation hotel,four leg AtLocation hotel,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation backseat car,four leg AtLocation backseat car,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation bed,four leg AtLocation bed,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation bedroom,four leg AtLocation bedroom,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation rest area,four leg AtLocation rest area,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation porn,four leg AtLocation porn,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation home,four leg AtLocation home,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation house,four leg AtLocation house,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation library,four leg AtLocation library,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation toy store,four leg AtLocation toy store,yes,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation sport event,four leg AtLocation sport event,yes,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation stadium,four leg AtLocation stadium,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation cabinet,four leg AtLocation cabinet,no,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation store,four leg AtLocation store,yes,InheritsFrom_AtLocation
four leg InheritsFrom sex,sex AtLocation floor,four leg AtLocation floor,no,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation roof,snow AtLocation roof,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation ground,snow AtLocation ground,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation surface earth,snow AtLocation surface earth,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation antrarctica,snow AtLocation antrarctica,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation antarctica,snow AtLocation antarctica,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation north,snow AtLocation north,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation arctic circle,snow AtLocation arctic circle,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation canada,snow AtLocation canada,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation city,snow AtLocation city,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation town,snow AtLocation town,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation countryside,snow AtLocation countryside,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation street,snow AtLocation street,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation stadium,snow AtLocation stadium,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation house,snow AtLocation house,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation cabinet,snow AtLocation cabinet,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation garage,snow AtLocation garage,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation store,snow AtLocation store,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation build,snow AtLocation build,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation atop mountain,snow AtLocation atop mountain,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation cold,snow AtLocation cold,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation arctic,snow AtLocation arctic,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation top mountain,snow AtLocation top mountain,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation high region,snow AtLocation high region,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation boston,snow AtLocation boston,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation winter rain,snow AtLocation winter rain,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation tahoe,snow AtLocation tahoe,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation cold winter,snow AtLocation cold winter,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation ski field,snow AtLocation ski field,yes,InheritsFrom_AtLocation
snow InheritsFrom snow,snow AtLocation winter blizzard,snow AtLocation winter blizzard,yes,InheritsFrom_AtLocation
mozart InheritsFrom composer,composer AtLocation music,mozart AtLocation music,yes,InheritsFrom_AtLocation
mozart InheritsFrom partygoer,partygoer AtLocation party,mozart AtLocation party,yes,InheritsFrom_AtLocation
mozart InheritsFrom fanatic,fanatic AtLocation bar,mozart AtLocation bar,yes,InheritsFrom_AtLocation
mozart InheritsFrom scout,scout AtLocation jail,mozart AtLocation jail,yes,InheritsFrom_AtLocation
mozart InheritsFrom director,director AtLocation film set,mozart AtLocation film set,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation trash heap,religion AtLocation trash heap,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation place work,religion AtLocation place work,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation hous,religion AtLocation hous,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation apartment,religion AtLocation apartment,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bathroom,religion AtLocation bathroom,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation automobile,religion AtLocation automobile,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation norway,religion AtLocation norway,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation school,religion AtLocation school,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation home,religion AtLocation home,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation surface earth,religion AtLocation surface earth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation coffin,religion AtLocation coffin,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation sauna,religion AtLocation sauna,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation doctor,religion AtLocation doctor,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation solar system,religion AtLocation solar system,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation airplane,religion AtLocation airplane,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation aircraft,religion AtLocation aircraft,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation spacecraft,religion AtLocation spacecraft,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation train wreck,religion AtLocation train wreck,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation war,religion AtLocation war,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation battle,religion AtLocation battle,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation church,religion AtLocation church,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation shop mall,religion AtLocation shop mall,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation clothe store,religion AtLocation clothe store,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation department store,religion AtLocation department store,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation anywhere earth,religion AtLocation anywhere earth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation charge,religion AtLocation charge,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation moon,religion AtLocation moon,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation area globe,religion AtLocation area globe,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation train,religion AtLocation train,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation move car,religion AtLocation move car,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation country,religion AtLocation country,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation submarine,religion AtLocation submarine,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation computer,religion AtLocation computer,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation mammal family,religion AtLocation mammal family,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation eye,religion AtLocation eye,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation cemetary,religion AtLocation cemetary,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation shop,religion AtLocation shop,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation alaska,religion AtLocation alaska,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation washington,religion AtLocation washington,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation oregon,religion AtLocation oregon,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation maine,religion AtLocation maine,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation new york,religion AtLocation new york,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation planet earth,religion AtLocation planet earth,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation space station,religion AtLocation space station,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation conflict,religion AtLocation conflict,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation italy,religion AtLocation italy,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation pennsylvania,religion AtLocation pennsylvania,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation any place comfortable,religion AtLocation any place comfortable,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation delaware,religion AtLocation delaware,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation maryland,religion AtLocation maryland,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation bed,religion AtLocation bed,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation mine,religion AtLocation mine,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation office block,religion AtLocation office block,no,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation chicago,religion AtLocation chicago,yes,InheritsFrom_AtLocation
religion InheritsFrom human,human AtLocation another organism environment,religion AtLocation another organism environment,yes,InheritsFrom_AtLocation
